time,target_x,target_y,target_z,target_vx,target_vy,target_vz,chaser_x,chaser_y,chaser_z,chaser_vx,chaser_vy,chaser_vz,target_cx,target_cy,target_cz,chaser_cx,chaser_cy,chaser_cz,tracked_trajectory_x,tracked_trajectory_y,tracked_trajectory_z,tracked_trajectory_vx,tracked_trajectory_vy,tracked_trajectory_vz
0,30000000.000000,0.000000,0.000000,0.000000,3645.090039,0.000000,30000000.000000,200.000000,0.000000,0.000000,3645.090039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.000000,0.200000,0.000000,0.000000
1,29999999.776341,3645.090030,0.000000,-0.442889,3645.090012,0.000000,29999999.779520,3845.090029,0.000000,-0.436612,3645.090010,0.000000,0.000000,0.000000,0.000000,0.006216,0.000001,0.000000,0.200000,200.000000,0.000000,0.200000,0.000000,0.000000
2,29999999.109792,7290.180007,0.000000,-0.885779,3645.089932,0.000000,29999999.122372,7490.180002,0.000000,-0.873336,3645.089928,0.000000,0.000000,0.000000,0.000000,0.006115,0.000001,0.000000,0.400000,200.000000,0.000000,0.200000,0.000000,0.000000
3,29999998.000354,10935.269875,0.000000,-1.328668,3645.089798,0.000000,29999998.028442,11135.269865,0.000000,-1.310172,3645.089792,0.000000,0.000000,0.000000,0.000000,0.006003,0.000002,0.000000,0.600000,200.000000,0.000000,0.200000,0.000000,0.000000
4,29999996.448027,14580.359583,0.000000,-1.771557,3645.089610,0.000000,29999996.497621,14780.359567,0.000000,-1.747119,3645.089604,0.000000,0.000000,0.000000,0.000000,0.005892,0.000003,0.000000,0.800000,200.000000,0.000000,0.200000,0.000000,0.000000
5,29999994.452811,18225.449075,0.000000,-2.214447,3645.089368,0.000000,29999994.529797,18425.449053,0.000000,-2.184177,3645.089363,0.000000,0.000000,0.000000,0.000000,0.005771,0.000004,0.000000,1.000000,200.000000,0.000000,0.200000,0.000000,0.000000
6,29999992.014705,21870.538298,0.000000,-2.657336,3645.089072,0.000000,29999992.124859,22070.538272,0.000000,-2.621345,3645.089068,0.000000,0.000000,0.000000,0.000000,0.005661,0.000005,0.000000,1.200000,200.000000,0.000000,0.200000,0.000000,0.000000
7,29999989.133710,25515.627198,0.000000,-3.100225,3645.088723,0.000000,29999989.282699,25715.627169,0.000000,-3.058622,3645.088721,0.000000,0.000000,0.000000,0.000000,0.005552,0.000005,0.000000,1.400000,200.000000,0.000000,0.200000,0.000000,0.000000
8,29999985.809825,29160.715721,0.000000,-3.543114,3645.088319,0.000000,29999986.003206,29360.715691,0.000000,-3.496008,3645.088320,0.000000,0.000000,0.000000,0.000000,0.005444,0.000006,0.000000,1.600000,200.000000,0.000000,0.200000,0.000000,0.000000
9,29999982.043052,32805.803814,0.000000,-3.986004,3645.087862,0.000000,29999982.286272,33005.803787,0.000000,-3.933502,3645.087867,0.000000,0.000000,0.000000,0.000000,0.005336,0.000007,0.000000,1.800000,200.000000,0.000000,0.200000,0.000000,0.000000
10,29999977.833389,36450.891423,0.000000,-4.428893,3645.087351,0.000000,29999978.131791,36650.891402,0.000000,-4.371103,3645.087360,0.000000,0.000000,0.000000,0.000000,0.005229,0.000008,0.000000,2.000000,200.000000,0.000000,0.200000,0.000000,0.000000
11,29999973.180838,40095.978493,0.000000,-4.871782,3645.086786,0.000000,29999973.539653,40295.978484,0.000000,-4.808811,3645.086801,0.000000,0.000000,0.000000,0.000000,0.005123,0.000009,0.000000,2.200000,200.000000,0.000000,0.200000,0.000000,0.000000
12,29999968.085397,43741.064972,0.000000,-5.314671,3645.086168,0.000000,29999968.509755,43941.064980,0.000000,-5.246625,3645.086188,0.000000,0.000000,0.000000,0.000000,0.005017,0.000009,0.000000,2.400000,200.000000,0.000000,0.200000,0.000000,0.000000
13,29999962.547067,47386.150804,0.000000,-5.757560,3645.085495,0.000000,29999963.041989,47586.150836,0.000000,-5.684544,3645.085522,0.000000,0.000000,0.000000,0.000000,0.004912,0.000010,0.000000,2.600000,200.000000,0.000000,0.200000,0.000000,0.000000
14,29999956.565849,51031.235938,0.000000,-6.200448,3645.084769,0.000000,29999957.136251,51231.236000,0.000000,-6.122567,3645.084804,0.000000,0.000000,0.000000,0.000000,0.004809,0.000011,0.000000,2.800000,200.000000,0.000000,0.200000,0.000000,0.000000
15,29999950.141742,54676.320317,0.000000,-6.643337,3645.083989,0.000000,29999950.792438,54876.320419,0.000000,-6.560694,3645.084032,0.000000,0.000000,0.000000,0.000000,0.004706,0.000012,0.000000,3.000000,200.000000,0.000000,0.200000,0.000000,0.000000
16,29999943.274746,58321.403890,0.000000,-7.086226,3645.083155,0.000000,29999944.010447,58521.404039,0.000000,-6.998923,3645.083207,0.000000,0.000000,0.000000,0.000000,0.004603,0.000013,0.000000,3.200000,200.000000,0.000000,0.200000,0.000000,0.000000
17,29999935.964862,61966.486602,0.000000,-7.529114,3645.082268,0.000000,29999936.790176,62166.486808,0.000000,-7.437254,3645.082330,0.000000,0.000000,0.000000,0.000000,0.004512,0.000013,0.000000,3.400000,200.000000,0.000000,0.200000,0.000000,0.000000
18,29999928.212089,65611.568399,0.000000,-7.972002,3645.081326,0.000000,29999929.131522,65811.568672,0.000000,-7.875685,3645.081399,0.000000,0.000000,0.000000,0.000000,0.004412,0.000014,-0.000000,3.600000,200.000000,0.000000,0.200000,0.000000,0.000000
19,29999920.016428,69256.649227,0.000000,-8.414891,3645.080331,0.000000,29999921.034388,69456.649578,0.000000,-8.314216,3645.080415,0.000000,0.000000,0.000000,0.000000,0.004313,0.000015,-0.000000,3.800000,200.000000,0.000000,0.200000,0.000000,0.000000
20,29999911.377879,72901.729033,0.000000,-8.857779,3645.079282,0.000000,29999912.498672,73101.729474,0.000000,-8.752845,3645.079378,0.000000,0.000000,0.000000,0.000000,0.004214,0.000016,-0.000000,4.000000,200.000000,0.000000,0.200000,0.000000,0.000000
21,29999902.296441,76546.807762,0.000000,-9.300667,3645.078179,0.000000,29999903.524278,76746.808307,0.000000,-9.191573,3645.078289,0.000000,0.000000,0.000000,0.000000,0.004117,0.000016,-0.000000,4.200000,200.000000,0.000000,0.200000,0.000000,0.000000
22,29999892.772116,80191.885362,0.000000,-9.743555,3645.077022,0.000000,29999894.111107,80391.886023,0.000000,-9.630397,3645.077146,0.000000,0.000000,0.000000,0.000000,0.004020,0.000017,-0.000000,4.400000,200.000000,0.000000,0.200000,0.000000,0.000000
23,29999882.804903,83836.961777,0.000000,-10.186443,3645.075812,0.000000,29999884.259064,84036.962569,0.000000,-10.069316,3645.075950,0.000000,0.000000,0.000000,0.000000,0.003925,0.000018,-0.000000,4.600000,200.000000,0.000000,0.200000,0.000000,0.000000
24,29999872.394802,87482.036955,0.000000,-10.629330,3645.074548,0.000000,29999873.968053,87682.037892,0.000000,-10.508331,3645.074701,0.000000,0.000000,0.000000,0.000000,0.003831,0.000019,-0.000000,4.800000,200.000000,0.000000,0.200000,0.000000,0.000000
25,29999861.541814,91127.110842,0.000000,-11.072217,3645.073229,0.000000,29999863.237981,91327.111940,0.000000,-10.947439,3645.073399,0.000000,0.000000,0.000000,0.000000,0.003737,0.000019,-0.000000,5.000000,200.000000,0.000000,0.200000,0.000000,0.000000
26,29999850.245938,94772.183383,0.000000,-11.515105,3645.071858,0.000000,29999852.068753,94972.184659,0.000000,-11.386639,3645.072044,0.000000,0.000000,0.000000,0.000000,0.003645,0.000020,-0.000000,5.200000,200.000000,0.000000,0.200000,0.000000,0.000000
27,29999838.507176,98417.254525,0.000000,-11.957992,3645.070432,0.000000,29999840.460279,98617.255996,0.000000,-11.825931,3645.070636,0.000000,0.000000,0.000000,0.000000,0.003554,0.000021,-0.000000,5.400000,200.000000,0.000000,0.200000,0.000000,0.000000
28,29999826.325526,102062.324214,0.000000,-12.400879,3645.068952,0.000000,29999828.412467,102262.325898,0.000000,-12.265314,3645.069174,0.000000,0.000000,0.000000,0.000000,0.003464,0.000022,-0.000000,5.600000,200.000000,0.000000,0.200000,0.000000,0.000000
29,29999813.700989,105707.392396,0.000000,-12.843765,3645.067419,0.000000,29999815.925228,105907.394312,0.000000,-12.704785,3645.067660,0.000000,0.000000,0.000000,0.000000,0.003375,0.000022,-0.000000,5.800000,200.000000,0.000000,0.200000,0.000000,0.000000
30,29999800.633566,109352.459018,0.000000,-13.286652,3645.065832,0.000000,29999802.998472,109552.461185,0.000000,-13.144345,3645.066093,0.000000,0.000000,0.000000,0.000000,0.003287,0.000023,-0.000000,6.000000,200.000000,0.000000,0.200000,0.000000,0.000000
31,29999787.123256,112997.524026,0.000000,-13.729538,3645.064191,0.000000,29999789.632113,113197.526464,0.000000,-13.583992,3645.064472,0.000000,0.000000,0.000000,0.000000,0.003200,0.000024,-0.000000,6.200000,200.000000,0.000000,0.200000,0.000000,0.000000
32,29999773.170061,116642.587365,0.000000,-14.172424,3645.062496,0.000000,29999775.826063,116842.590096,0.000000,-14.023725,3645.062799,0.000000,0.000000,0.000000,0.000000,0.003115,0.000025,-0.000000,6.400000,200.000000,0.000000,0.200000,0.000000,0.000000
33,29999758.773979,120287.648982,0.000000,-14.615310,3645.060747,0.000000,29999761.580237,120487.652027,0.000000,-14.463542,3645.061072,0.000000,0.000000,0.000000,0.000000,0.003030,0.000025,-0.000000,6.600000,200.000000,0.000000,0.200000,0.000000,0.000000
34,29999743.935011,123932.708824,0.000000,-15.058196,3645.058945,0.000000,29999746.894552,124132.712205,0.000000,-14.903443,3645.059293,0.000000,0.000000,0.000000,0.000000,0.002947,0.000026,-0.000000,6.800000,200.000000,0.000000,0.200000,0.000000,0.000000
35,29999728.653158,127577.766835,0.000000,-15.501082,3645.057089,0.000000,29999731.768924,127777.770576,0.000000,-15.343427,3645.057460,0.000000,0.000000,0.000000,0.000000,0.002865,0.000027,-0.000000,7.000000,200.000000,0.000000,0.200000,0.000000,0.000000
36,29999712.928419,131222.822964,0.000000,-15.943967,3645.055178,0.000000,29999716.203271,131422.827088,0.000000,-15.783492,3645.055574,0.000000,0.000000,0.000000,0.000000,0.002784,0.000027,-0.000000,7.200000,200.000000,0.000000,0.200000,0.000000,0.000000
37,29999696.760795,134867.877155,0.000000,-16.386852,3645.053215,0.000000,29999700.197512,135067.881687,0.000000,-16.223637,3645.053635,0.000000,0.000000,0.000000,0.000000,0.002704,0.000028,-0.000000,7.400000,200.000000,0.000000,0.200000,0.000000,0.000000
38,29999680.150286,138512.929355,0.000000,-16.829737,3645.051197,0.000000,29999683.751568,138712.934320,0.000000,-16.663861,3645.051643,0.000000,0.000000,0.000000,0.000000,0.002625,0.000029,-0.000000,7.600000,200.000000,0.000000,0.200000,0.000000,0.000000
39,29999663.096893,142157.979510,0.000000,-17.272621,3645.049125,0.000000,29999666.865361,142357.984934,0.000000,-17.104163,3645.049597,0.000000,0.000000,0.000000,0.000000,0.002548,0.000029,-0.000000,7.800000,200.000000,0.000000,0.200000,0.000000,0.000000
40,29999645.600615,145803.027567,0.000000,-17.715506,3645.047000,0.000000,29999649.538813,146003.033476,0.000000,-17.544542,3645.047499,0.000000,0.000000,0.000000,0.000000,0.002471,0.000030,-0.000000,8.000000,200.000000,0.000000,0.200000,0.000000,0.000000
41,29999627.661453,149448.073471,0.000000,-18.158390,3645.044821,0.000000,29999631.771848,149648.079893,0.000000,-17.984996,3645.045347,0.000000,0.000000,0.000000,0.000000,0.002396,0.000031,-0.000000,8.200000,200.000000,0.000000,0.200000,0.000000,0.000000
42,29999609.279407,153093.117169,0.000000,-18.601273,3645.042588,0.000000,29999613.564392,153293.124131,0.000000,-18.425524,3645.043142,-0.000000,0.000000,0.000000,0.000000,0.002322,0.000031,-0.000000,8.400000,200.000000,0.000000,0.200000,0.000000,0.000000
43,29999590.454478,156738.158606,0.000000,-19.044157,3645.040301,0.000000,29999594.916370,156938.166137,0.000000,-18.866126,3645.040884,-0.000000,0.000000,0.000000,0.000000,0.002249,0.000032,-0.000000,8.600000,200.000000,0.000000,0.200000,0.000000,0.000000
44,29999571.186665,160383.197730,0.000000,-19.487040,3645.037961,0.000000,29999575.827709,160583.205859,0.000000,-19.306800,3645.038573,-0.000000,0.000000,0.000000,0.000000,0.002177,0.000033,-0.000000,8.800000,200.000000,0.000000,0.200000,0.000000,0.000000
45,29999551.475969,164028.234486,0.000000,-19.929923,3645.035566,0.000000,29999556.298339,164228.243243,0.000000,-19.747544,3645.036209,-0.000000,0.000000,0.000000,0.000000,0.002107,0.000033,-0.000000,9.000000,200.000000,0.000000,0.200000,0.000000,0.000000
46,29999531.322390,167673.268821,0.000000,-20.372806,3645.033118,0.000000,29999536.328190,167873.278236,0.000000,-20.188358,3645.033792,-0.000000,0.000000,0.000000,0.000000,0.002037,0.000034,-0.000000,9.200000,200.000000,0.000000,0.200000,0.000000,0.000000
47,29999510.725929,171318.300680,0.000000,-20.815688,3645.030616,0.000000,29999515.917191,171518.310784,0.000000,-20.629241,3645.031321,-0.000000,0.000000,0.000000,0.000000,0.001969,0.000035,-0.000000,9.400000,200.000000,0.000000,0.200000,0.000000,0.000000
48,29999489.686586,174963.330010,0.000000,-21.258570,3645.028060,0.000000,29999495.065276,175163.340835,0.000000,-21.070191,3645.028797,-0.000000,0.000000,0.000000,0.000000,0.001902,0.000035,-0.000000,9.600000,200.000000,0.000000,0.200000,0.000000,0.000000
49,29999468.204361,178608.356757,0.000000,-21.701452,3645.025451,0.000000,29999473.772378,178808.368335,0.000000,-21.511207,3645.026220,-0.000000,0.000000,0.000000,0.000000,0.001836,0.000036,-0.000000,9.800000,200.000000,0.000000,0.200000,0.000000,0.000000
