time,target_x,target_y,target_z,target_vx,target_vy,target_vz,chaser_x,chaser_y,chaser_z,chaser_vx,chaser_vy,chaser_vz,target_cx,target_cy,target_cz,chaser_cx,chaser_cy,chaser_cz,tracked_trajectory_x,tracked_trajectory_y,tracked_trajectory_z,tracked_trajectory_vx,tracked_trajectory_vy,tracked_trajectory_vz
0,20001000.000000,0.000000,0.000000,0.000000,4464.193728,0.000000,20001000.000000,200.000000,0.000000,0.000000,4464.193728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.000000,0.200000,0.000000,0.000000
1,20000999.496817,4464.193691,0.000000,-0.996401,4464.193618,0.000000,20000999.499996,4664.193730,-0.000000,-0.990127,4464.193695,-0.000000,0.000000,0.000000,0.000000,0.006207,0.000084,0.000000,0.200000,200.000000,0.000000,0.200000,0.000000,0.000000
2,20000997.997233,8928.387159,0.000000,-1.992803,4464.193285,0.000000,20000998.009803,9128.387312,-0.000000,-1.980377,4464.193434,-0.000000,0.000000,0.000000,0.000000,0.006097,0.000080,0.000000,0.400000,200.000000,0.000000,0.200000,0.000000,0.000000
3,20000995.501248,13392.580182,0.000000,-2.989204,4464.192730,0.000000,20000995.529299,13592.580518,-0.000000,-2.970747,4464.192946,-0.000000,0.000000,0.000000,0.000000,0.005976,0.000075,0.000000,0.600000,200.000000,0.000000,0.200000,0.000000,0.000000
4,20000992.008861,17856.772539,0.000000,-3.985605,4464.191953,0.000000,20000992.058363,18056.773123,-0.000000,-3.961238,4464.192231,-0.000000,0.000000,0.000000,0.000000,0.005856,0.000070,0.000000,0.800000,200.000000,0.000000,0.200000,0.000000,0.000000
5,20000987.520073,22320.964005,0.000000,-4.982006,4464.190953,0.000000,20000987.596876,22520.964897,-0.000000,-4.951849,4464.191290,-0.000000,0.000000,0.000000,0.000000,0.005725,0.000066,0.000000,1.000000,200.000000,0.000000,0.200000,0.000000,0.000000
6,20000982.034884,26785.154360,0.000000,-5.978407,4464.189731,0.000000,20000982.144719,26985.155616,-0.000000,-5.942578,4464.190122,-0.000000,0.000000,0.000000,0.000000,0.005607,0.000062,0.000000,1.200000,200.000000,0.000000,0.200000,0.000000,0.000000
7,20000975.553295,31249.343381,0.000000,-6.974807,4464.188287,0.000000,20000975.701773,31449.345053,-0.000000,-6.933425,4464.188728,-0.000000,0.000000,0.000000,0.000000,0.005489,0.000058,0.000000,1.400000,200.000000,0.000000,0.200000,0.000000,0.000000
8,20000968.075306,35713.530844,0.000000,-7.971207,4464.186620,0.000000,20000968.267921,35913.532982,-0.000000,-7.924388,4464.187108,-0.000000,0.000000,0.000000,0.000000,0.005373,0.000055,0.000000,1.600000,200.000000,0.000000,0.200000,0.000000,0.000000
9,20000959.600916,40177.716529,0.000000,-8.967607,4464.184731,0.000000,20000959.843047,40377.719176,-0.000000,-8.915467,4464.185262,-0.000000,0.000000,0.000000,0.000000,0.005257,0.000052,-0.000000,1.800000,200.000000,0.000000,0.200000,0.000000,0.000000
10,20000950.130127,44641.900211,0.000000,-9.964006,4464.182619,0.000000,20000950.427037,44841.903411,-0.000000,-9.906661,4464.183191,-0.000000,0.000000,0.000000,0.000000,0.005143,0.000049,0.000000,2.000000,200.000000,0.000000,0.200000,0.000000,0.000000
11,20000939.662940,49106.081670,0.000000,-10.960405,4464.180285,0.000000,20000940.019776,49306.085460,-0.000000,-10.897968,4464.180894,-0.000000,0.000000,0.000000,0.000000,0.005029,0.000046,0.000000,2.200000,200.000000,0.000000,0.200000,0.000000,0.000000
12,20000928.199353,53570.260683,0.000000,-11.956803,4464.177729,0.000000,20000928.621151,53770.265100,-0.000000,-11.889387,4464.178372,-0.000000,0.000000,0.000000,0.000000,0.004917,0.000043,0.000000,2.400000,200.000000,0.000000,0.200000,0.000000,0.000000
13,20000915.739369,58034.437027,0.000000,-12.953201,4464.174950,0.000000,20000916.231050,58234.442104,-0.000000,-12.880917,4464.175626,-0.000000,0.000000,0.000000,0.000000,0.004806,0.000041,0.000000,2.600000,200.000000,0.000000,0.200000,0.000000,0.000000
14,20000902.282988,62498.610480,0.000000,-13.949598,4464.171949,0.000000,20000902.849363,62698.616247,-0.000000,-13.872558,4464.172654,-0.000000,0.000000,0.000000,0.000000,0.004696,0.000039,0.000000,2.800000,200.000000,0.000000,0.200000,0.000000,0.000000
15,20000887.830210,66962.780819,0.000000,-14.945994,4464.168725,0.000000,20000888.475980,67162.787306,-0.000000,-14.864308,4464.169458,-0.000000,0.000000,0.000000,0.000000,0.004587,0.000037,0.000000,3.000000,200.000000,0.000000,0.200000,0.000000,0.000000
16,20000872.381036,71426.947822,0.000000,-15.942390,4464.165279,0.000000,20000873.110793,71626.955056,-0.000000,-15.856165,4464.166038,-0.000000,0.000000,0.000000,0.000000,0.004479,0.000035,0.000000,3.200000,200.000000,0.000000,0.200000,0.000000,0.000000
17,20000855.935467,75891.111267,0.000000,-16.938784,4464.161611,0.000000,20000856.753694,76091.119273,-0.000000,-16.848129,4464.162394,-0.000000,0.000000,0.000000,0.000000,0.004382,0.000033,0.000000,3.400000,200.000000,0.000000,0.200000,0.000000,0.000000
18,20000838.493504,80355.270931,0.000000,-17.935178,4464.157720,0.000000,20000839.404579,80555.279732,-0.000000,-17.840199,4464.158526,-0.000000,0.000000,0.000000,0.000000,0.004277,0.000032,-0.000000,3.600000,200.000000,0.000000,0.200000,0.000000,0.000000
19,20000820.055147,84819.426592,0.000000,-18.931571,4464.153607,0.000000,20000821.063340,85019.436210,-0.000000,-18.832373,4464.154434,-0.000000,0.000000,0.000000,0.000000,0.004172,0.000030,0.000000,3.800000,200.000000,0.000000,0.200000,0.000000,0.000000
20,20000800.620398,89283.578028,0.000000,-19.927963,4464.149271,0.000000,20000801.729877,89483.588483,-0.000000,-19.824649,4464.150118,-0.000000,0.000000,0.000000,0.000000,0.004069,0.000029,0.000000,4.000000,200.000000,0.000000,0.200000,0.000000,0.000000
21,20000780.189257,93747.725016,0.000000,-20.924354,4464.144713,0.000000,20000781.404085,93947.736327,-0.000000,-20.817027,4464.145579,-0.000000,0.000000,0.000000,0.000000,0.003967,0.000028,0.000000,4.200000,200.000000,0.000000,0.200000,0.000000,0.000000
22,20000758.761726,98211.867333,0.000000,-21.920744,4464.139933,0.000000,20000760.085865,98411.879519,-0.000000,-21.809506,4464.140816,-0.000000,0.000000,0.000000,0.000000,0.003866,0.000027,0.000000,4.400000,200.000000,0.000000,0.200000,0.000000,0.000000
23,20000736.337805,102676.004758,0.000000,-22.917133,4464.134930,0.000000,20000737.775115,102876.017836,-0.000000,-22.802083,4464.135830,0.000000,0.000000,0.000000,0.000000,0.003766,0.000027,-0.000000,4.600000,200.000000,0.000000,0.200000,0.000000,0.000000
24,20000712.917496,107140.137068,0.000000,-23.913521,4464.129705,0.000000,20000714.471739,107340.151055,-0.000000,-23.794759,4464.130622,0.000000,0.000000,0.000000,0.000000,0.003668,0.000026,0.000000,4.800000,200.000000,0.000000,0.200000,0.000000,0.000000
25,20000688.500800,111604.264040,0.000000,-24.909908,4464.124257,0.000000,20000690.175639,111804.278952,-0.000000,-24.787530,4464.125190,0.000000,0.000000,0.000000,0.000000,0.003571,0.000026,-0.000000,5.000000,200.000000,0.000000,0.200000,0.000000,0.000000
26,20000663.087717,116068.385452,0.000000,-25.906293,4464.118587,0.000000,20000664.886718,116268.401305,-0.000000,-25.780397,4464.119535,0.000000,0.000000,0.000000,0.000000,0.003475,0.000025,0.000000,5.200000,200.000000,0.000000,0.200000,0.000000,0.000000
27,20000636.678250,120532.501082,0.000000,-26.902677,4464.112695,0.000000,20000638.604883,120732.517891,-0.000000,-26.773358,4464.113658,0.000000,0.000000,0.000000,0.000000,0.003380,0.000025,0.000000,5.400000,200.000000,0.000000,0.200000,0.000000,0.000000
28,20000609.272400,124996.610708,0.000000,-27.899060,4464.106580,0.000000,20000611.330040,125196.628487,-0.000000,-27.766412,4464.107558,0.000000,0.000000,0.000000,0.000000,0.003287,0.000025,0.000000,5.600000,200.000000,0.000000,0.200000,0.000000,0.000000
29,20000580.870168,129460.714106,0.000000,-28.895441,4464.100243,0.000000,20000583.062098,129660.732871,-0.000000,-28.759556,4464.101236,0.000000,0.000000,0.000000,0.000000,0.003195,0.000025,0.000000,5.800000,200.000000,0.000000,0.200000,0.000000,0.000000
30,20000551.471555,133924.811055,0.000000,-29.891821,4464.093684,0.000000,20000553.800966,134124.830821,-0.000000,-29.752791,4464.094691,-0.000000,0.000000,0.000000,0.000000,0.003104,0.000025,0.000000,6.000000,200.000000,0.000000,0.200000,0.000000,0.000000
