time,target_x,target_y,target_z,target_vx,target_vy,target_vz,chaser_x,chaser_y,chaser_z,chaser_vx,chaser_vy,chaser_vz,target_cx,target_cy,target_cz,chaser_cx,chaser_cy,chaser_cz,tracked_trajectory_x,tracked_trajectory_y,tracked_trajectory_z,tracked_trajectory_vx,tracked_trajectory_vy,tracked_trajectory_vz
0,30000000.000000,0.000000,0.000000,0.000000,3645.090039,0.000000,30000000.000000,200.000000,0.000000,0.000000,3645.090039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.000000,0.200000,0.000000,0.000000
1,29999999.776341,3645.090030,0.000000,-0.442889,3645.090012,0.000000,29999999.779520,3845.090053,-0.000000,-0.436612,3645.090057,-0.000000,0.000000,0.000000,0.000000,0.006216,0.000046,0.000000,0.200000,200.000000,0.000000,0.200000,0.000000,0.000000
2,29999999.109792,7290.180007,0.000000,-0.885779,3645.089932,0.000000,29999999.122372,7490.180095,-0.000000,-0.873336,3645.090018,0.000000,0.000000,0.000000,0.000000,0.006115,0.000043,0.000000,0.400000,200.000000,0.000000,0.200000,0.000000,0.000000
3,29999998.000354,10935.269875,0.000000,-1.328668,3645.089798,0.000000,29999998.028444,11135.270069,-0.000000,-1.310171,3645.089922,-0.000000,0.000000,0.000000,0.000000,0.006004,0.000041,-0.000000,0.600000,200.000000,0.000000,0.200000,0.000000,0.000000
4,29999996.448027,14580.359583,0.000000,-1.771557,3645.089610,0.000000,29999996.497623,14780.359919,-0.000000,-1.747118,3645.089770,-0.000000,0.000000,0.000000,0.000000,0.005893,0.000038,0.000000,0.800000,200.000000,0.000000,0.200000,0.000000,0.000000
5,29999994.452811,18225.449075,0.000000,-2.214447,3645.089368,0.000000,29999994.529800,18425.449589,-0.000000,-2.184176,3645.089562,-0.000000,0.000000,0.000000,0.000000,0.005771,0.000035,0.000000,1.000000,200.000000,0.000000,0.200000,0.000000,0.000000
6,29999992.014705,21870.538298,0.000000,-2.657336,3645.089072,0.000000,29999992.124863,22070.539023,-0.000000,-2.621343,3645.089298,-0.000000,0.000000,0.000000,0.000000,0.005661,0.000033,0.000000,1.200000,200.000000,0.000000,0.200000,0.000000,0.000000
7,29999989.133710,25515.627198,0.000000,-3.100225,3645.088723,0.000000,29999989.282704,25715.628164,-0.000000,-3.058620,3645.088978,-0.000000,0.000000,0.000000,0.000000,0.005552,0.000031,0.000000,1.400000,200.000000,0.000000,0.200000,0.000000,0.000000
8,29999985.809825,29160.715721,0.000000,-3.543114,3645.088319,0.000000,29999986.003213,29360.716957,-0.000000,-3.496006,3645.088602,-0.000000,0.000000,0.000000,0.000000,0.005444,0.000029,0.000000,1.600000,200.000000,0.000000,0.200000,0.000000,0.000000
9,29999982.043052,32805.803814,0.000000,-3.986004,3645.087862,0.000000,29999982.286281,33005.805345,-0.000000,-3.933500,3645.088170,-0.000000,0.000000,0.000000,0.000000,0.005336,0.000027,-0.000000,1.800000,200.000000,0.000000,0.200000,0.000000,0.000000
