time,x,y,z,vx,vy,vz
1.371905424200278048e+03,1.272318529206299900e+02,1.802183397522183441e+03,0.000000000000000000e+00,1.011110180817945819e-01,-2.586089213381959628e-01,0.000000000000000000e+00
1.381919332406119565e+03,1.282429631014479412e+02,1.799597308308801530e+03,0.000000000000000000e+00,1.007419520030768678e-01,-2.599476777741440148e-01,0.000000000000000000e+00
1.391933240611961082e+03,1.292503826214786784e+02,1.796997831531060228e+03,0.000000000000000000e+00,1.003699884300536943e-01,-2.612806678740766664e-01,0.000000000000000000e+00
1.401947148817802372e+03,1.302540825057792233e+02,1.794385024852319475e+03,0.000000000000000000e+00,9.999520841924447456e-02,-2.626078932068309779e-01,0.000000000000000000e+00
1.411961057023643889e+03,1.312540345899716669e+02,1.791758945920251108e+03,0.000000000000000000e+00,9.961769082801136266e-02,-2.639293550416705880e-01,0.000000000000000000e+00
1.421974965229485406e+03,1.322502114982517867e+02,1.789119652369834284e+03,0.000000000000000000e+00,9.923751237308707507e-02,-2.652450543612964728e-01,0.000000000000000000e+00
1.431988873435326695e+03,1.332425866219826673e+02,1.786467201826221299e+03,0.000000000000000000e+00,9.885474768718480187e-02,-2.665549918744133939e-01,0.000000000000000000e+00
1.442002781641168212e+03,1.342311340988545112e+02,1.783801651907476980e+03,0.000000000000000000e+00,9.846946937443683268e-02,-2.678591680278717968e-01,0.000000000000000000e+00
1.452016689847009729e+03,1.352158287925988702e+02,1.781123060227198266e+03,0.000000000000000000e+00,9.808174806428511527e-02,-2.691575830183946527e-01,0.000000000000000000e+00
1.462030598052851019e+03,1.361966462732417256e+02,1.778431484397014401e+03,0.000000000000000000e+00,9.769165246388678003e-02,-2.704502368039014559e-01,0.000000000000000000e+00
1.472044506258692536e+03,1.371735627978805780e+02,1.775726982028975499e+03,0.000000000000000000e+00,9.729924940933008803e-02,-2.717371291144444201e-01,0.000000000000000000e+00
1.482058414464534053e+03,1.381465552919738968e+02,1.773009610737831053e+03,0.000000000000000000e+00,9.690460391533134432e-02,-2.730182594627658110e-01,0.000000000000000000e+00
1.492072322670375343e+03,1.391156013311272375e+02,1.770279428143203404e+03,0.000000000000000000e+00,9.650777922374476070e-02,-2.742936271544898497e-01,0.000000000000000000e+00
1.502086230876216860e+03,1.400806791233646607e+02,1.767536491871658427e+03,0.000000000000000000e+00,9.610883685076032634e-02,-2.755632312979598431e-01,0.000000000000000000e+00
1.512100139082058377e+03,1.410417674918722923e+02,1.764780859558678912e+03,0.000000000000000000e+00,9.570783663280905962e-02,-2.768270708137320901e-01,0.000000000000000000e+00
1.522114047287899666e+03,1.419988458582003830e+02,1.762012588850541761e+03,0.000000000000000000e+00,9.530483677148343657e-02,-2.780851444437371089e-01,0.000000000000000000e+00
1.532127955493741183e+03,1.429518942259152254e+02,1.759231737406104230e+03,0.000000000000000000e+00,9.489989387696333434e-02,-2.793374507601161238e-01,0.000000000000000000e+00
1.542141863699582700e+03,1.439008931646848453e+02,1.756438362898503101e+03,0.000000000000000000e+00,9.449306301057605606e-02,-2.805839881737475783e-01,0.000000000000000000e+00
1.552155771905424217e+03,1.448458237947906184e+02,1.753632523016765617e+03,0.000000000000000000e+00,9.408439772612839369e-02,-2.818247549424686138e-01,0.000000000000000000e+00
