# time,x,y,z,vx,vy,vz
2.981266010403587430e+01,-9.612008644932863888e+00,0.000000000000000000e+00,-5.341852354174246587e-02,-8.332788409246663294e-03,0.000000000000000000e+00,8.787878787878787989e+03
2.447080774986162766e+01,-1.044528748585753064e+01,0.000000000000000000e+00,-4.736441777369856942e-02,-1.913778939032603939e-03,0.000000000000000000e+00,8.888888888888888687e+03
1.973436597249177282e+01,-1.063666537976079063e+01,0.000000000000000000e+00,-4.143536291040705866e-02,3.364742769319296629e-03,0.000000000000000000e+00,8.989898989898989385e+03
1.559082968145106562e+01,-1.030019110282886174e+01,0.000000000000000000e+00,-3.569099282893271885e-02,7.526600253170766079e-03,0.000000000000000000e+00,9.090909090909090082e+03
1.202173039855779280e+01,-9.547531077511782982e+00,0.000000000000000000e+00,-3.018958284367524031e-02,1.060608694475604664e-02,0.000000000000000000e+00,9.191919191919192599e+03
9.002772114190268127e+00,-8.486922383036178630e+00,0.000000000000000000e+00,-2.498759781507767577e-02,1.264771369005722804e-02,0.000000000000000000e+00,9.292929292929293297e+03
6.504012332682501452e+00,-7.222151014030455229e+00,0.000000000000000000e+00,-2.013925361817484397e-02,1.370587713402210417e-02,0.000000000000000000e+00,9.393939393939393995e+03
4.490086970865017513e+00,-5.851563300628245479e+00,0.000000000000000000e+00,-1.569609535048419047e-02,1.384445141868087190e-02,0.000000000000000000e+00,9.494949494949494692e+03
2.920477435816598355e+00,-4.467118158760158053e+00,0.000000000000000000e+00,-1.170659553537309154e-02,1.313630623099965380e-02,0.000000000000000000e+00,9.595959595959595390e+03
1.749817882279289138e+00,-3.153487535660192354e+00,0.000000000000000000e+00,-8.215775428727634805e-03,1.166275480522681145e-02,0.000000000000000000e+00,9.696969696969696088e+03
9.282403394065257274e-01,-1.987212055137511202e+00,0.000000000000000000e+00,-5.264852364587200260e-03,9.512936025697050005e-03,0.000000000000000000e+00,9.797979797979798605e+03
4.017551029478056979e-01,-1.035918452567806236e+00,0.000000000000000000e+00,-2.890915880667095650e-03,6.783135286409606134e-03,0.000000000000000000e+00,9.898989898989899302e+03
1.126635148810961468e-01,-3.576049239268456748e-01,0.000000000000000000e+00,-1.126635148810961346e-03,3.576049239268457025e-03,0.000000000000000000e+00,1.000000000000000000e+04
